Original	Verf�lschte	DL	L	1,1,1	1,3,3	1,10,10	1,300,300	1,1000,1000
von Stackelberg@Fortify_ASC.de	 von Stackelberg@Fortfy_ASCde	0.06666666666666667	0.06666666666666667	0.44170067600758334	0.43361903769343735	0.43245110887710597	0.4323324906564585	0.43233237028645255
Bustani@Four.In.One_Network.de	 Bustani@FourIn.One_Network.de	0.03333333333333333	0.03333333333333333	0.2663264582807062	0.2326801533173172	0.2069555856934385	0.19674879139044898	0.1967359413558419
Meyer@Fox_Mobile_Group.de	 Meyer@Fox_obile_Groupde	0.08	0.08	0.4823665244978622	0.4698553038969222	0.4408365679300723	0.432342990440437	0.43233331538372144
Grundmann@Fox_Mobile_Group.de	 Grundmann@Fox_obile_Groupde	0.06896551724137931	0.06896551724137931	0.47267382698377386	0.4613120569331437	0.4388619436192276	0.4323405181485207	0.4323330928499872
Nicklisch@Fox_Mobile_Group.de	 Nicklisch@Fox_obile_Groupde	0.06896551724137931	0.06896551724137931	0.47111244071279224	0.46109761038118646	0.4388421518699922	0.43234049610272657	0.43233309086586075
Shi@FP_InovoLabs_GmbH.de	 Shi@FP_IovoLabs_GmbHde	0.08333333333333333	0.08333333333333333	0.47492419586173457	0.4484454897132593	0.4343316091359023	0.43233465907676427	0.43233256545166715
Bleumer@Francotyp-Postalia_GmbH.de	 Bleumer@Franotyp-Postalia_GmbHde	0.058823529411764705	0.058823529411764705	0.4856463674247923	0.46185988855260196	0.43716006732046664	0.4323381210483819	0.432332877059973
Großmann@Fraunhofer_FOKUS.de	 Großmann@Frauhofer_FOKUSde	0.07142857142857142	0.07142857142857142	0.4605716527038709	0.45011236075371297	0.43704323288558267	0.4323384466524854	0.43233290641237243
Burghardt@Fraunhofer_Institut_First.de	 Burghardt@Frauhofer_Institut_Firstde	0.05263157894736842	0.05263157894736842	0.5250188529876781	0.5016680154502361	0.4569233472300981	0.43237179670999865	0.4323359093915276
Fischer@Fresenius_Netcare_GmbH.de	 Fischer@Fresnius_Netcare_GmbHde	0.06060606060606061	0.06060606060606061	0.5020806579681126	0.4816641991630866	0.4416420578697083	0.43234370432157865	0.4323333796138714
Freund@FREUND-IT.de	 Freund@FREUD-ITde	0.10526315789473684	0.10526315789473684	0.45021732839475576	0.43478874615865887	0.43255906387293536	0.4323326109062447	0.4323323811089607
Binderbauer@G_&_H_Bankensoftware_AG.de	 Binderbauer@G_&__Bankensoftware_AGde	0.05263157894736842	0.05263157894736842	0.4974455606858718	0.47627947557702566	0.44755077405554755	0.4323552790235667	0.4323344219479638
Bleil@G_&_H_Bankensoftware_AG.de	 Bleil@G_&__Bankensoftware_AGde	0.0625	0.0625	0.5181742364847446	0.49225301454627607	0.45321092192567414	0.43236382218108044	0.43233519109781626
Hertlein@G_&_H_Bankensoftware_AG.de	 Hertlein@G_&__Bankensoftware_AGde	0.05714285714285714	0.05714285714285714	0.506173424180134	0.4830051761956574	0.44993399421139035	0.4323588761425199	0.43233474580053327
Franz@G._Muth_Partners_GmbH.de	 Franz@G_Muth_Partners_GmbH.de	0.03333333333333333	0.03333333333333333	0.30913794734534517	0.2812947034635752	0.22681802992112052	0.19678986694367442	0.19673964105702774
Günther@GABO_mbH_&_Co._KG.de	 Günther@GABOmbH_&_Co_KG.de	0.07142857142857142	0.07142857142857142	0.48902220606203406	0.44627517638579145	0.43377373433752825	0.4323339832646168	0.4323325046233107
Heine@GAI_NetConsult_GmbH.de	 Heine@GAI_etConsult_GmbHde	0.07142857142857142	0.07142857142857142	0.4817236004472192	0.4696920621741306	0.44765202927513614	0.4323572872458264	0.43233460294435133
Netzband@GISA_GmbH.de	 Netzband@GISAGmbHde	0.09523809523809523	0.09523809523809523	0.4454480030579392	0.4341337094181348	0.4324986090752709	0.4323325435663644	0.43233237504835614
Kohler@Google_Enterprise_EMEA.de	 Kohler@Googe_Enterprise_EMEAde	0.0625	0.0625	0.5194015290688765	0.49047229265837394	0.4476818251238001	0.4323529029363385	0.4323342077604168
Cichonczyk@ewocon_Advisory_GmbH.de	 Cichonczyk@ewocn_Advisory_GmbHde	0.058823529411764705	0.058823529411764705	0.4811743602178082	0.4718361707277017	0.4448862667461156	0.43234959162827125	0.43233390972537095
Mollin@ewocon_Advisory_GmbH.de	 Mollin@ewocn_Advisory_GmbHde	0.06666666666666667	0.06666666666666667	0.492169091888496	0.4820917401690927	0.4482082463692888	0.43235415850115955	0.4323343208376538
Hasse@GS_Software_AG.de	 Hasse@GS_Sftware_AGde	0.08695652173913043	0.08695652173913043	0.46721117934911355	0.4465308712970761	0.4341122269084239	0.43233440856339067	0.43233254290483203
Nümann@H&D_International_Group.de	 Nümann@H&D_nternational_Groupde	0.06060606060606061	0.06060606060606061	0.5346326647096252	0.4998193539309047	0.45292170507964796	0.4323653104508173	0.4323353253591936
Tabert@H&T_Greenline_GmbH.de	 Tabert@H&T_reenline_GmbHde	0.07142857142857142	0.07142857142857142	0.5014566464260489	0.4728697430195506	0.44122995308393503	0.43234372295820805	0.4323333813446881
Panckow@Hamburger_Pensionsverwaltung_eG.de	 Panckow@Hambrger_Pensionsverwaltung_eGde	0.047619047619047616	0.047619047619047616	0.5578460641311801	0.5184049807125337	0.47284386630438835	0.43241524225466504	0.4323398236820218
Böhlen@Haufe-Lexware_Real_Estate_AG.de	 Böhlen@Hauf-Lexware_Real_Estate_AGde	0.05263157894736842	0.05263157894736842	0.5458257386774471	0.49682682225177793	0.4432391836902828	0.43234556414688946	0.4323335470074818
Meurer@Haufe-Lexware_Real_Estate_AG.de	 Meurer@Hauf-Lexware_Real_Estate_AGde	0.05263157894736842	0.05263157894736842	0.5469187090671342	0.49697693483814803	0.44325303791474757	0.43234557957894537	0.43233354839637034
Alsbih@Haufe-Lexware_GmbH_&_Co._KG.de	 Alsbih@Hauf-Lexware_GmbH_&_Co_KG.de	0.05405405405405406	0.05405405405405406	0.5282209467588102	0.4813288287175918	0.4485279787601051	0.43235816180032244	0.43233468165565625
Paulsen@Haufe-Lexware_GmbH_&_Co._KG.de	 Paulsen@Hauf-Lexware_GmbH_&_Co_KG.de	0.05263157894736842	0.05263157894736842	0.5237057382724629	0.4790026562858478	0.44775740412521275	0.43235693378498663	0.43233457108826256
Gebhardt@Haufe-Lexware_GmbH_&_Co._KG.de	 Gebhardt@Hauf-Lexware_GmbH_&_Co_KG.de	0.05128205128205128	0.05128205128205128	0.5206702134486988	0.4770348033444466	0.4470704347755281	0.432355832503985	0.43233447193114544
Spiegel@Haufe-Lexware_GmbH_&_Co._KG.de	 Spiegel@Hauf-Lexware_GmbH_&_Co_KG.de	0.05263157894736842	0.05263157894736842	0.5237057382724629	0.4790026562858478	0.44775740412521275	0.43235693378498663	0.43233457108826256
Krebs@Haufe-Lexware_GmbH_&_Co._KG.de	 Krebs@Hauf-Lexware_GmbH_&_Co_KG.de	0.05555555555555555	0.05555555555555555	0.5332063245108789	0.4838991587772261	0.4493796016673513	0.432359519008198	0.432334803855222
Lobreyer@Haufe-Lexware_GmbH_&_Co._KG.de	 Lobreyer@Hauf-Lexware_GmbH_&_Co_KG.de	0.05128205128205128	0.05128205128205128	0.5206702134486988	0.4770348033444466	0.4470704347755281	0.432355832503985	0.43233447193114544
Bock@Haufe-Lexware_GmbH_&_Co._KG.de	 Bock@Hauf-Lexware_GmbH_&_Co_KG.de	0.05714285714285714	0.05714285714285714	0.5387394616370517	0.48675423345087887	0.4503257711138115	0.43236102692981115	0.4323349396246749
Kienzler@Haufe-Lexware_GmbH_&_Co._KG.de	 Kienzler@Hauf-Lexware_GmbH_&_Co_KG.de	0.05128205128205128	0.05128205128205128	0.5199250063648213	0.4769324538537397	0.44706098871339306	0.43235582198212874	0.432334470984176
Riesterer@Haufe-Lexware_GmbH_&_Co._KG.de	 Riesterer@Hauf-Lexware_GmbH_&_Co_KG.de	0.05	0.05	0.5164730337534963	0.4750422690244236	0.4464251311634707	0.4323548068577802	0.4323343795847926
Rymkuß@Haufe-Lexware_GmbH_&_Co._KG.de	 Rymkuß@Hauf-Lexware_GmbH_&_Co_KG.de	0.05405405405405406	0.05405405405405406	0.5282209467588102	0.4813288287175918	0.4485279787601051	0.43235816180032244	0.43233468165565625
Banach@HDI-Gerling_Sach_Serviceholding_AG.de	 Banach@HDI-erling_Sach_Serviceholding_AGde	0.045454545454545456	0.045454545454545456	0.5861102192574348	0.5624001771125997	0.4960684538615973	0.432471844680763	0.43234492460842366
Wille@HDI-Gerling_Sach_Serviceholding_AG.de	 Wille@HDI-erling_Sach_Serviceholding_AGde	0.046511627906976744	0.046511627906976744	0.5914008917381337	0.5671619064780518	0.49842391879623643	0.4324770051244115	0.4323453895098253
Volkmer@Heidelberger_Lebensversicherung_AG.de	 Volkmer@Heidlberger_Lebensversicherung_AGde	0.044444444444444446	0.044444444444444446	0.5667595298143817	0.5163984435527281	0.46310724243984774	0.43238920255496127	0.4323374776943075
Panzer@Heidelberger_Lebensversicherung_AG.de	 Panzer@Heidlberger_Lebensversicherung_AGde	0.045454545454545456	0.045454545454545456	0.5718917132944568	0.5195330706959412	0.46424899741307657	0.43239131006061454	0.4323376674934101
Philipp@Heidelberger_Lebensversicherung_AG.de	 Philipp@Heidlberger_Lebensversicherung_AGde	0.044444444444444446	0.044444444444444446	0.5678525002040687	0.5165485561390982	0.4631210966643125	0.4323892179870172	0.43233747908319603
Brüwer@Hellmann_Worldwide_Logistics.de	 Brüwer@Hellann_Worldwide_Logisticsde	0.05263157894736842	0.05263157894736842	0.5340526683383844	0.5007313899703459	0.45415029027265935	0.432362714090379	0.432335091054589
Hinrichs@Hellmann_Worldwide_Logistics.de	 Hinrichs@Hellann_Worldwide_Logisticsde	0.05	0.05	0.5271557625150709	0.49505124009486196	0.4522777754648821	0.43236010197285385	0.4323348559067038
Ortner@Hewlett-Packard_Ges.m.b.H..de	 Ortner@Hewltt-Packard_Gesm.b.H..de	0.027777777777777776	0.05555555555555555	0.4900089849671257	0.47345171616746506	0.4489510817925446	0.4323567881209247	0.43233455772090085
Korpitsch@Hewlett-Packard_Ltd..de	 Korpitsch@Hewltt-Packard_Ltd.de	0.06060606060606061	0.06060606060606061	0.4938218844275234	0.46529664951311095	0.44656879831088464	0.43235696971263454	0.4323345745389853
Eitel@Hewlett-Packard_Ltd..de	 Eitel@Hewltt-Packard_Ltd.de	0.06896551724137931	0.06896551724137931	0.5070845261555638	0.4728873879561245	0.44990326848782874	0.43236274359338256	0.4323350944558974
Püst@HHLA_Hamburger_Hafen_und_Logistik_AG.de	 Püst@HHLAHamburger_Hafen_und_Logistik_AGde	0.045454545454545456	0.045454545454545456	0.582763152767866	0.542197189343897	0.4746952462771758	0.43240143139685466	0.4323385777972447
Kazakova-Frehse@HHLA_Hamburger_Hafen_und_Logistik_AG.de	 Kazakova-Frehse@HHLAHamburger_Hafen_und_Logistik_AGde	0.03636363636363636	0.03636363636363636	0.5379065946954712	0.5080008465293029	0.46141189256411785	0.43237975692771224	0.43233662620114244
Meyer@HHLA_Hamburger_Hafen_und_Logistik_AG.de	 Meyer@HHLAHamburger_Hafen_und_Logistik_AGde	0.044444444444444446	0.044444444444444446	0.577529453012039	0.5379102092842093	0.4730106626209728	0.43239867953922856	0.4323383300162934
Haug@HOTEL_RESERVATION_SERVICE.de	 Haug@HOTE_RESERVATION_SERVICEde	0.06060606060606061	0.06060606060606061	0.5535518633456482	0.5249522895889353	0.4604865254193954	0.43237051554164574	0.43233579325146176
Behrschmidt@HOTEL_RESERVATION_SERVICE.de	 Behrschmidt@HOTE_RESERVATION_SERVICEde	0.05	0.05	0.5238584553660488	0.5004203035349051	0.4529438572058809	0.43236028400796295	0.43233487221814715
Haelsig@HOTEL_RESERVATION_SERVICE.de	 Haelsig@HOTE_RESERVATION_SERVICEde	0.05555555555555555	0.05555555555555555	0.5391552687769581	0.5126152994725739	0.45667436249141813	0.43236534241395386	0.4323353275710619
Krüger@Hypoport_AG.de	 Krüger@Hypoort_AGde	0.09523809523809523	0.09523809523809523	0.4454480030579392	0.4341337094181348	0.4324986090752709	0.4323325435663644	0.43233237504835614
Mosch@UniCredit.de	 Mosch@UniCeditde	0.1111111111111111	0.1111111111111111	0.4822373204769798	0.44941911401423235	0.43436981066917	0.4323346934652582	0.4323325685458705
Rueffler@ib-bank-systems_GmbH.de	 Rueffler@ib-bnk-systems_GmbHde	0.0625	0.0625	0.4885236113855121	0.4587914503445959	0.43754615776693134	0.4323388940646993	0.43233294666794747
Thorenz@IDC_Central_Europe_GmbH.de	 Thorenz@IDC_entral_Europe_GmbHde	0.058823529411764705	0.058823529411764705	0.5009925660489788	0.4848418034936517	0.4457054029894229	0.43235030367576177	0.43233397379004035
Turk@Immobilien_Scout_GmbH.de	 Turk@Immoilien_Scout_GmbHde	0.06896551724137931	0.06896551724137931	0.5032844149485132	0.4838363706477678	0.4559925760928365	0.43237127563939515	0.43233586246011874
Saller@Infineon_Technologies_AG.de	 Saller@Infieon_Technologies_AGde	0.058823529411764705	0.058823529411764705	0.5346273753008745	0.4995324973678596	0.44924246097850923	0.43235529401185724	0.43233442304264197
Cornu@Immobilien_Scout_GmbH.de	 Cornu@Immoilien_Scout_GmbHde	0.06666666666666667	0.06666666666666667	0.49981982250580154	0.4805765844037212	0.4544312699790177	0.4323686990242447	0.4323356304630771
Koch@Immobilien_Scout_GmbH.de	 Koch@Immoilien_Scout_GmbHde	0.06896551724137931	0.06896551724137931	0.5038596625220327	0.4839153772721731	0.4559998677899232	0.43237128376152983	0.43233586319111267
Jähn@Immobilien_Scout_GmbH.de	 Jähn@Immoilien_Scout_GmbHde	0.06896551724137931	0.06896551724137931	0.5032844149485132	0.4838363706477678	0.4559925760928365	0.43237127563939515	0.43233586246011874
Wasik@Immobilien_Scout_GmbH.de	 Wasik@Immoilien_Scout_GmbHde	0.06666666666666667	0.06666666666666667	0.4987268521161144	0.4804264718173511	0.45441741575455297	0.43236868359218883	0.43233562907418854
Weiss@Immobilien_Scout_GmbH.de	 Weiss@Immoilien_Scout_GmbHde	0.06666666666666667	0.06666666666666667	0.49981982250580154	0.4805765844037212	0.4544312699790177	0.4323686990242447	0.4323356304630771
Paulutz@Informations_Technology_Engineering.de	 Paulutz@Infomations_Technology_Engineeringde	0.043478260869565216	0.043478260869565216	0.5596420213099933	0.5270549416164689	0.468448627809503	0.4324103752247862	0.4323393869083703
Amberg@ING-DiBa_AG.de	 Amberg@ING-iBa_AGde	0.09523809523809523	0.09523809523809523	0.44746579454659235	0.43441084034681804	0.432524186105052	0.43233257205631376	0.4323323776124581
Markovic@ING-DiBa_AG.de	 Markovic@ING-iBa_AGde	0.08695652173913043	0.08695652173913043	0.4439049860372044	0.4339217857667888	0.43247905017014415	0.4323325217799326	0.43233237308757233
Lingenfelder@ING-DiBa_AG.de	 Lingenfelder@ING-iBa_AGde	0.07407407407407407	0.07407407407407407	0.44638483482052815	0.43426237734930917	0.43251048412481213	0.4323325567938409	0.43233237623883203
Edler@InMediasP_GmbH.de	 Edler@InMeiasP_GmbHde	0.08695652173913043	0.08695652173913043	0.4654616085990072	0.4546230208838105	0.43942620151403744	0.43234190488326385	0.43233321773960404
Koch@InMediasP_GmbH.de	 Koch@InMeiasP_GmbHde	0.09090909090909091	0.09090909090909091	0.46663225876447717	0.45639658130001054	0.44004775901426973	0.4323427467518686	0.4323332935234788
Baumann@ins_Consulting_GmbH.de	 Baumann@ins_onsulting_GmbHde	0.06666666666666667	0.06666666666666667	0.4611191385883297	0.4472379090886572	0.43456917022304503	0.4323349926887575	0.4323325954834697
Beushausen@InterComponentWare_AG.de	 Beushausen@InteComponentWare_AGde	0.05714285714285714	0.05714285714285714	0.492857126028993	0.4645361665268473	0.44047015559103875	0.43234353938959647	0.4323333649061865
Barkowski@internetcrew.de	 Barkowski@intenetcrewde	0.08	0.08	0.4850760621912342	0.4505450934023483	0.4344526021096252	0.4323347811450272	0.4323325764366322
Wrba@Intland_Software.de	 Wrba@Intlnd_Softwarede	0.08333333333333333	0.08333333333333333	0.49065653180966146	0.4727589333200965	0.4442547890391368	0.4323481271203702	0.4323337778272237
Heller@ipcas_GmbH.de	 Heller@ipca_GmbHde	0.1	0.1	0.44462827526567383	0.4340211249783572	0.4324882184069223	0.4323325319923225	0.4323323740066897
Marschner@ISD_-_Industrie_Service_für.de	 Marschner@ISD__Industrie_Service_fürde	0.05	0.05	0.5350234999712263	0.5067913998791509	0.4539858628594663	0.4323677284914363	0.4323355432594403
Schmidt@ista_Deutschland_GmbH.de	 Schmidt@istaDeutschland_GmbHde	0.0625	0.0625	0.49077992780824864	0.47688178896326855	0.4519599283485402	0.4323647107588572	0.4323352713963833
Glöckner@IT_Management_Glöckner.de	 Glöckner@IT_Mnagement_Glöcknerde	0.058823529411764705	0.058823529411764705	0.5027732711489495	0.47128554904507713	0.4412081948647091	0.43234371069529914	0.4323333802416821
Simon@IVV_GmbH.de	 Simon@IVV_mbHde	0.11764705882352941	0.11764705882352941	0.44638483482052815	0.43426237734930917	0.43251048412481213	0.4323325567938409	0.43233237623883203
Hübener@Junghans_Wollversand_GmbH_&_Co._KG.de	 Hübener@Jungans_Wollversand_GmbH_&_Co_KG.de	0.044444444444444446	0.044444444444444446	0.5478328022998484	0.5200974578620624	0.47515256899639796	0.4324110579926738	0.43233944573961997
Wengenmayr@Kabel_Deutschland_GmbH.de	 Wengenmayr@Kabe_Deutschland_GmbHde	0.05555555555555555	0.05555555555555555	0.49216904530571304	0.4801943054564014	0.4514648859811723	0.4323626921077511	0.43233508952233934
Grunwald@Karl_Keppler_Maschinenbau_GmbH.de	 Grunwald@KarlKeppler_Maschinenbau_GmbHde	0.047619047619047616	0.047619047619047616	0.5224120985961935	0.49986329833181375	0.4530807402556047	0.43236105260904834	0.43233494147340223
Wendtlandt@KION_Information_Management_Services.de	 Wendtlandt@KIONInformation_Management_Servicesde	0.04	0.04	0.5565426544436257	0.5212653584590567	0.4676053624737834	0.4323956066011493	0.43233805413740456
Steinbruegge@KION_Information_Management_Services.de	 Steinbruegge@KIONInformation_Management_Servicesde	0.038461538461538464	0.038461538461538464	0.5498147978227582	0.5161134768825842	0.4655378144695536	0.43239189428756386	0.43233771982824487
den Haan@KLM.de	 den Haan@KLMde	0.06666666666666667	0.06666666666666667	0.20567715515021434	0.1979628640321659	0.19684802288930414	0.1967347964059588	0.19673468150731682
Schwarz@Kreditanstalt_für_Wiederaufbau.de	 Schwarz@Kredtanstalt_für_Wiederaufbaude	0.04878048780487805	0.04878048780487805	0.5590332631145981	0.5108005508857102	0.45751159223359217	0.4323698702414568	0.4323357355610613
Heßler@Kreditwerk_Schwäbisch_Hall_AG.de	 Heßler@Kredtwerk_Schwäbisch_Hall_AGde	0.05128205128205128	0.05128205128205128	0.5301826210411609	0.5118580680164091	0.46298153592196667	0.4323925219367152	0.4323377773673642
Weiner@Kreditwerk_Schwäbisch_Hall_AG.de	 Weiner@Kredtwerk_Schwäbisch_Hall_AGde	0.05128205128205128	0.05128205128205128	0.5301826210411609	0.5118580680164091	0.46298153592196667	0.4323925219367152	0.4323377773673642
Rattmann@Kühne_+_Nagel_(AG_&_Co.)_KG.de	 Rattmann@Kühn_+_Nagel_(AG_&_Co)_KG.de	0.05128205128205128	0.05128205128205128	0.5259790232801577	0.48661072708924125	0.4478862082748514	0.4323572370724647	0.4323345984497744
Gresch@Kühne_+_Nagel_(AG_&_Co.)_KG.de	 Gresch@Kühn_+_Nagel_(AG_&_Co)_KG.de	0.05405405405405406	0.05405405405405406	0.5344739484255069	0.4917218886163336	0.449362155266074	0.43235960048772737	0.432334811251043
Sachse@Kühne_+_Nagel_(AG_&_Co.)_KG.de	 Sachse@Kühn_+_Nagel_(AG_&_Co)_KG.de	0.05405405405405406	0.05405405405405406	0.5349916712416745	0.4917929945782984	0.44936871779345205	0.4323596077976486	0.4323348119089376
Fröhling@Kühne_+_Nagel_(AG_&_Co.)_KG.de	 Fröhling@Kühn_+_Nagel_(AG_&_Co)_KG.de	0.05128205128205128	0.05128205128205128	0.5255531906607991	0.4865522416659802	0.44788081052505996	0.4323572310599754	0.432334597908649
Finger@LABO_Berlin.de	 Finger@LABOBerlinde	0.09523809523809523	0.09523809523809523	0.46561553238489023	0.44869791179589963	0.43477015907510835	0.4323352275485385	0.43233261662194505
Zurth@LABO_Berlin.de	 Zurth@LABOBerlinde	0.1	0.1	0.46546153096039944	0.44965962062883025	0.4349361996030766	0.43233542530991154	0.4323326344217288
Bernd@LABO_Berlin.de	 Bernd@LABOBerlinde	0.1	0.1	0.46956016992172617	0.45022254282771806	0.43498815294481946	0.43233548318012116	0.43233263963006086
Kastl@Landesamt_für_Steuern_Bayern.de	 Kastl@Landsamt_für_Steuern_Bayernde	0.05405405405405406	0.05405405405405406	0.5611171903585432	0.525849049484456	0.4587189146575912	0.43237195413287666	0.4323359232802128
Gaeßler@Landesbank_Baden-Württemberg.de	 Gaeßler@Landsbank_Baden-Württembergde	0.05128205128205128	0.05128205128205128	0.5389174693475931	0.5080380948417779	0.45865283231124765	0.43237571885413917	0.432336262662087
Jahn@Landesbank_Berlin.de	 Jahn@Landsbank_Berlinde	0.08	0.08	0.5031402390829591	0.4845027619948587	0.4431158017854953	0.43234568298156645	0.4323335577276183
Beermann@Landwirtschaftliche_Rentenbank.de	 Beermann@Landirtschaftliche_Rentenbankde	0.047619047619047616	0.047619047619047616	0.5472733656521498	0.504949183722149	0.45278652573804734	0.432362271817671	0.4323350514541827
Schulz@Lighthouse_Technologies.de	 Schulz@Lighhouse_Technologiesde	0.06060606060606061	0.06060606060606061	0.5251914170263859	0.4917085207521078	0.45216924381451723	0.43236081266643955	0.43233491998802853
Wirnharter@Linde_AG.de	 Wirnharter@Lind_AGde	0.09090909090909091	0.09090909090909091	0.4610857838995296	0.4429224907242035	0.43364112608971456	0.43233386392528783	0.4323324938854203
Spring@Loyal_Team_-_Für_verlässliche_Software..de	 Spring@Loya_Team_-_Für_verlässliche_Software.de	0.04081632653061224	0.04081632653061224	0.557744741387519	0.5197470015607877	0.47195647485037573	0.43241752789505666	0.4323400311040601
Breuer@LUNAR_GmbH_-_GB_EITEG.de	 Breuer@LUNA_GmbH_-_GB_EITEGde	0.06451612903225806	0.06451612903225806	0.515050309380625	0.47240488115955553	0.43874201412826397	0.43234000573037423	0.4323330466936817
Hansen@LUNAR_GmbH_-_GB_EITEG.de	 Hansen@LUNA_GmbH_-_GB_EITEGde	0.06451612903225806	0.06451612903225806	0.5144073856219855	0.47231657963816137	0.4387338645844612	0.4323399966526943	0.43233304587668847
Gudd@Marquard_&_Bahls_AG.de	 Gudd@Marqard_&_Bahls_AGde	0.07407407407407407	0.07407407407407407	0.5052258752371777	0.48166664603343756	0.4457229680528463	0.43235068219084416	0.43233400789829085
Frikin@Marquard_&_Bahls_AG.de	 Frikin@Marqard_&_Bahls_AGde	0.06896551724137931	0.06896551724137931	0.4951919918639437	0.47537320258221977	0.44403745234206005	0.4323483786939032	0.4323338005368415
Büssow@Matrix42_AG.de	 Büssow@Matrx42_AGde	0.09523809523809523	0.09523809523809523	0.4426868147050454	0.4337544776209893	0.4324636089292546	0.43233250458011796	0.4323323715395851
Wilcken@MCM_Klosterfrau_Vertriebsges._mbH.de	 Wilcken@MCM_losterfrau_Vertriebsges_mbH.de	0.045454545454545456	0.045454545454545456	0.5527037916125269	0.5119958395694205	0.4568654813206244	0.43236980355601434	0.43233572970386736
Steppich@MCS_Labordatensysteme_GmbH_&_Co._KG.de	 Steppich@MCS_abordatensysteme_GmbH_&_Co_KG.de	0.0425531914893617	0.0425531914893617	0.5524640682096771	0.5079512193039352	0.468545310104239	0.4324197863979385	0.4323402352939917
Kölle@Medien-_und_Datentechnik.de	 Kölle@Medin-_und_Datentechnikde	0.06060606060606061	0.06060606060606061	0.5527396853792348	0.5026684288827138	0.45120233645249086	0.43235911097900115	0.43233476677256916
Hönicke@Mentaltec®_Ltd..de	 Hönicke@Mentltec®_Ltd.de	0.07692307692307693	0.07692307692307693	0.48202617547870796	0.46177304406478514	0.4386810556123759	0.43234034335384697	0.43233307712246716
Kirchner@Merck_KGaA.de	 Kirchner@Merc_KGaAde	0.09090909090909091	0.09090909090909091	0.44638483482052815	0.43426237734930917	0.43251048412481213	0.4323325567938409	0.43233237623883203
Roth@Merck_KGaA.de	 Roth@Merc_KGaAde	0.1111111111111111	0.1111111111111111	0.44638483482052815	0.43426237734930917	0.43251048412481213	0.4323325567938409	0.43233237623883203
Zeller@Messe_München_GmbH.de	 Zeller@Mess_München_GmbHde	0.07142857142857142	0.07142857142857142	0.5069546969560799	0.48287545310050867	0.44254014387992063	0.43234494369697224	0.4323334911821215
Morgenstern@Metro_AG.de	 Morgenstern@Metr_AGde	0.08695652173913043	0.08695652173913043	0.44746579454659235	0.43441084034681804	0.432524186105052	0.43233257205631376	0.4323323776124581
Wintergrün@Metro_AG.de	 Wintergrün@Metr_AGde	0.09090909090909091	0.09090909090909091	0.4454480030579392	0.4341337094181348	0.4324986090752709	0.4323325435663644	0.43233237504835614
Hamacher@Metro_AG.de	 Hamacher@Metr_AGde	0.1	0.1	0.44746579454659235	0.43441084034681804	0.432524186105052	0.43233257205631376	0.4323323776124581
Gianonatti@Metro_AG.de	 Gianonatti@Metr_AGde	0.09090909090909091	0.09090909090909091	0.44746579454659235	0.43441084034681804	0.432524186105052	0.43233257205631376	0.4323323776124581
Houben@Metro_AG.de	 Houben@Metr_AGde	0.1111111111111111	0.1111111111111111	0.4454480030579392	0.4341337094181348	0.4324986090752709	0.4323325435663644	0.43233237504835614
Hagen Drechsler@MGI_METRO_Group_Information.de	 Hagen Drechsler@MGI_ETRO_Group_Informationde	0.043478260869565216	0.043478260869565216	0.4897775272716569	0.47505008863228054	0.4415610887739536	0.4323439206871914	0.4323333991197003
Hilse@MGID_mbH.de	 Hilse@MGIDmbHde	0.11764705882352941	0.11764705882352941	0.4487269142270006	0.4345840471772451	0.4325401717486652	0.43233258986253215	0.43233237921502177
Burg@MGS_METRO_Group_Solutions.de	 Burg@MGS_ETRO_Group_Solutionsde	0.06060606060606061	0.06060606060606061	0.5153214435628803	0.4817623393637715	0.4394214341354573	0.43234065621502765	0.43233310522649643
Schiffer@Michael_Bailey_Associates_GMBH.de	 Schiffer@Michel_Bailey_Associates_GMBHde	0.047619047619047616	0.047619047619047616	0.5484495938303469	0.5268890578315419	0.4639507735566627	0.4323833328344416	0.4323369482483406
Müller@microTOOL_GmbH.de	 Müller@micrTOOL_GmbHde	0.08333333333333333	0.08333333333333333	0.44462827526567383	0.4340211249783572	0.4324882184069223	0.4323325319923225	0.4323323740066897
Seidler@microTOOL_GmbH.de	 Seidler@micrTOOL_GmbHde	0.08	0.08	0.44462827526567383	0.4340211249783572	0.4324882184069223	0.4323325319923225	0.4323323740066897
Leuschel@MID_GmbH.de	 Leuschel@MID_mbHde	0.1	0.1	0.44638483482052815	0.43426237734930917	0.43251048412481213	0.4323325567938409	0.43233237623883203
Förster@msg_systems_ag.de	 Förster@msg_ystems_agde	0.08	0.08	0.4836092149536398	0.454765105289059	0.4358498564304832	0.43233654951714523	0.43233273561114066
Kobras@Nash_Technologies_GmbH.de	 Kobras@NashTechnologies_GmbHde	0.0625	0.0625	0.4957097731466775	0.4799952751063682	0.4482351978281888	0.43235489384811365	0.43233438711139477
Arnold@Nash_Technologies_GmbH.de	 Arnold@NashTechnologies_GmbHde	0.0625	0.0625	0.4962850207201971	0.48007428173077354	0.4482424895252755	0.43235490197024834	0.43233438784238876
Bernhardt@nc_software_AG.de	 Bernhardt@nc_sftware_AGde	0.07407407407407407	0.07407407407407407	0.45952474443364344	0.443123156227614	0.433680357257853	0.4323339106070949	0.4323324980870723
