Original	Verf?schte	DL	L	1,1,1(Length,Distribution,Order)	1,3,3	1,10,10	1,300,300	1,1000,1000	10,10,10	10,10,3	10,3,10	3,10,10	10,3,3	3,10,3	3,3,10	10,3,1	10,1,3	3,10,1	3,1,10	1,10,3	1,3,10	10,1,10	10,10,1	10,10,10	1,10,1	10,1,1	1,1,10	3,3,1	3,1,3	1,3,3	3,1,1	3,3,3	1,1,3	1,3,1
Ruch@Coca_Cola_CCEAG.de	 Ruhc@Coca_Cola_CCEAG.de	0.043478260869565216	0.08695652173913043	0.015142759539776781	0.006988350441152686	8.899040697900209E-4	1.0265269403494322E-6	9.239095516301647E-8	8.899040697900209E-4	0.006988350441152686	8.899040697900209E-4	8.899040697900209E-4	0.006988350441152686	0.006988350441152686	8.899040697900209E-4	0.015142759539776781	0.006988350441152686	0.015142759539776781	8.899040697900209E-4	0.006988350441152686	8.899040697900209E-4	8.899040697900209E-4	0.015142759539776781	8.899040697900209E-4	0.015142759539776781	0.015142759539776781	8.899040697900209E-4	0.015142759539776781	0.006988350441152686	0.006988350441152686	0.015142759539776781	0.006988350441152686	0.006988350441152686	0.006988350441152686
Podebrad@Commerzbank_AG.de	 Poedbrad@Commerzbank_AG.de	0.038461538461538464	0.07692307692307693	0.013395518054417924	0.006182002313327377	7.872228309680955E-4	9.08081524155267E-7	8.173046033651458E-8	7.872228309680955E-4	0.006182002313327377	7.872228309680955E-4	7.872228309680955E-4	0.006182002313327377	0.006182002313327377	7.872228309680955E-4	0.013395518054417924	0.006182002313327377	0.013395518054417924	7.872228309680955E-4	0.006182002313327377	7.872228309680955E-4	7.872228309680955E-4	0.013395518054417924	7.872228309680955E-4	0.013395518054417924	0.013395518054417924	7.872228309680955E-4	0.013395518054417924	0.006182002313327377	0.006182002313327377	0.013395518054417924	0.006182002313327377	0.006182002313327377	0.006182002313327377
Witte@conceptq_GmbH.de	 Witte@conceptq_GmbH.de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lindner@Continental_VDO_Automotive.de	 Lidnner@Continental_VDO_Automotive.de	0.02702702702702703	0.05405405405405406	0.005317153247126576	7.302774472058729E-4	6.739892982861731E-5	7.507486653367445E-8	6.756755066861543E-9	6.739892982861731E-5	7.302774472058729E-4	6.739892982861731E-5	6.739892982861731E-5	7.302774472058729E-4	7.302774472058729E-4	6.739892982861731E-5	0.005317153247126576	7.302774472058729E-4	0.005317153247126576	6.739892982861731E-5	7.302774472058729E-4	6.739892982861731E-5	6.739892982861731E-5	0.005317153247126576	6.739892982861731E-5	0.005317153247126576	0.005317153247126576	6.739892982861731E-5	0.005317153247126576	7.302774472058729E-4	7.302774472058729E-4	0.005317153247126576	7.302774472058729E-4	7.302774472058729E-4	7.302774472058729E-4
Tursch@Condato_GmbH.de	 Tusrch@Condato_GmbH.de	0.045454545454545456	0.09090909090909091	0.00468415881294484	6.433396558718403E-4	5.937524770616286E-5	6.613738242252272E-8	5.9523794636637394E-9	5.937524770616286E-5	6.433396558718403E-4	5.937524770616286E-5	5.937524770616286E-5	6.433396558718403E-4	6.433396558718403E-4	5.937524770616286E-5	0.00468415881294484	6.433396558718403E-4	0.00468415881294484	5.937524770616286E-5	6.433396558718403E-4	5.937524770616286E-5	5.937524770616286E-5	0.00468415881294484	5.937524770616286E-5	0.00468415881294484	0.00468415881294484	5.937524770616286E-5	0.00468415881294484	6.433396558718403E-4	6.433396558718403E-4	0.00468415881294484	6.433396558718403E-4	6.433396558718403E-4	6.433396558718403E-4
Benner@Continental_Teves_AG_&_Co._oHG.de	 Benner@Continental_Teves_AG_&_Co._oHG.de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kolodziejczak@Continental_Automotive_Systems_Electric.de	 Kooldziejczak@Continental_Automotive_Systems_Electric.de	0.017857142857142856	0.03571428571428571	0.006220845269140029	0.004705538085135433	0.003994361587066216	1.0948914016267145E-5	9.864986229315777E-7	0.003994361587066216	0.004705538085135433	0.003994361587066216	0.003994361587066216	0.004705538085135433	0.004705538085135433	0.003994361587066216	0.006220845269140029	0.004705538085135433	0.006220845269140029	0.003994361587066216	0.004705538085135433	0.003994361587066216	0.003994361587066216	0.006220845269140029	0.003994361587066216	0.006220845269140029	0.006220845269140029	0.003994361587066216	0.006220845269140029	0.004705538085135433	0.004705538085135433	0.006220845269140029	0.004705538085135433	0.004705538085135433	0.004705538085135433
Oehlen@ConVista_Consulting_AG.de	 Oelhen@ConVista_Consulting_AG.de	0.03125	0.0625	0.0031731398410271496	4.358107346228596E-4	4.022194199449742E-5	4.480274293138636E-8	4.032257056030275E-9	4.022194199449742E-5	4.358107346228596E-4	4.022194199449742E-5	4.022194199449742E-5	4.358107346228596E-4	4.358107346228596E-4	4.022194199449742E-5	0.0031731398410271496	4.358107346228596E-4	0.0031731398410271496	4.022194199449742E-5	4.358107346228596E-4	4.022194199449742E-5	4.022194199449742E-5	0.0031731398410271496	4.022194199449742E-5	0.0031731398410271496	0.0031731398410271496	4.022194199449742E-5	0.0031731398410271496	4.358107346228596E-4	4.358107346228596E-4	0.0031731398410271496	4.358107346228596E-4	4.358107346228596E-4	4.358107346228596E-4
Kemper@ConVista_Consulting_AG.de	 Kepmer@ConVista_Consulting_AG.de	0.03125	0.0625	0.0031731398410271496	4.358107346228596E-4	4.022194199449742E-5	4.480274293138636E-8	4.032257056030275E-9	4.022194199449742E-5	4.358107346228596E-4	4.022194199449742E-5	4.022194199449742E-5	4.358107346228596E-4	4.358107346228596E-4	4.022194199449742E-5	0.0031731398410271496	4.358107346228596E-4	0.0031731398410271496	4.022194199449742E-5	4.358107346228596E-4	4.022194199449742E-5	4.022194199449742E-5	0.0031731398410271496	4.022194199449742E-5	0.0031731398410271496	0.0031731398410271496	4.022194199449742E-5	0.0031731398410271496	4.358107346228596E-4	4.358107346228596E-4	0.0031731398410271496	4.358107346228596E-4	4.358107346228596E-4	4.358107346228596E-4
Heimbach@Cooper_Standard_Automotive.de	 Hemibach@Cooper_Standard_Automotive.de	0.02631578947368421	0.05263157894736842	0.00916756144925899	0.0069344771782449645	0.006513596939067432	3.070315730986358E-5	2.7691552772417758E-6	0.006513596939067432	0.0069344771782449645	0.006513596939067432	0.006513596939067432	0.0069344771782449645	0.0069344771782449645	0.006513596939067432	0.00916756144925899	0.0069344771782449645	0.00916756144925899	0.006513596939067432	0.0069344771782449645	0.006513596939067432	0.006513596939067432	0.00916756144925899	0.006513596939067432	0.00916756144925899	0.00916756144925899	0.006513596939067432	0.00916756144925899	0.0069344771782449645	0.0069344771782449645	0.00916756144925899	0.0069344771782449645	0.0069344771782449645	0.0069344771782449645
Findeisen@Coperion_Werner_&_Pfleiderer.de	 Fidneisen@Coperion_Werner_&_Pfleiderer.de	0.024390243902439025	0.04878048780487805	0.008496741546549967	0.004906636111682552	7.468940135531843E-4	8.806999048608838E-7	7.926781555061424E-8	7.468940135531843E-4	0.004906636111682552	7.468940135531843E-4	7.468940135531843E-4	0.004906636111682552	0.004906636111682552	7.468940135531843E-4	0.008496741546549967	0.004906636111682552	0.008496741546549967	7.468940135531843E-4	0.004906636111682552	7.468940135531843E-4	7.468940135531843E-4	0.008496741546549967	7.468940135531843E-4	0.008496741546549967	0.008496741546549967	7.468940135531843E-4	0.008496741546549967	0.004906636111682552	0.004906636111682552	0.008496741546549967	0.004906636111682552	0.004906636111682552	0.004906636111682552
Burkhardt@Coperion_Werner_&_Pfleiderer.de	 Bukrhardt@Coperion_Werner_&_Pfleiderer.de	0.024390243902439025	0.04878048780487805	0.008429026486275148	0.002728718727930495	2.9871974984279097E-4	3.38745671611989E-7	3.048774237810795E-8	2.9871974984279097E-4	0.002728718727930495	2.9871974984279097E-4	2.9871974984279097E-4	0.002728718727930495	0.002728718727930495	2.9871974984279097E-4	0.008429026486275148	0.002728718727930495	0.008429026486275148	2.9871974984279097E-4	0.002728718727930495	2.9871974984279097E-4	2.9871974984279097E-4	0.008429026486275148	2.9871974984279097E-4	0.008429026486275148	0.008429026486275148	2.9871974984279097E-4	0.008429026486275148	0.002728718727930495	0.002728718727930495	0.008429026486275148	0.002728718727930495	0.002728718727930495	0.002728718727930495
Willig@Critical_Systems.de	 Willig@Critical_Systems.de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bornheim@Cross_Match_Technologies_GmbH.de	 Bonrheim@Cross_Match_Technologies_GmbH.de	0.024390243902439025	0.04878048780487805	0.0084967642699053	0.006026292698028684	0.001355384040033229	1.6935409343810647E-6	1.5243719361248904E-7	0.001355384040033229	0.006026292698028684	0.001355384040033229	0.001355384040033229	0.006026292698028684	0.006026292698028684	0.001355384040033229	0.0084967642699053	0.006026292698028684	0.0084967642699053	0.001355384040033229	0.006026292698028684	0.001355384040033229	0.001355384040033229	0.0084967642699053	0.001355384040033229	0.0084967642699053	0.0084967642699053	0.001355384040033229	0.0084967642699053	0.006026292698028684	0.006026292698028684	0.0084967642699053	0.006026292698028684	0.006026292698028684	0.006026292698028684
Rodrigo@Csecure_AG.de	 Rordigo@Csecure_AG.de	0.047619047619047616	0.09523809523809523	0.016588920717706745	0.012548093634012948	0.008654169289930042	1.698532004296678E-5	1.5296643836249485E-6	0.008654169289930042	0.012548093634012948	0.008654169289930042	0.008654169289930042	0.012548093634012948	0.012548093634012948	0.008654169289930042	0.016588920717706745	0.012548093634012948	0.016588920717706745	0.008654169289930042	0.012548093634012948	0.008654169289930042	0.008654169289930042	0.016588920717706745	0.008654169289930042	0.016588920717706745	0.016588920717706745	0.008654169289930042	0.016588920717706745	0.012548093634012948	0.012548093634012948	0.016588920717706745	0.012548093634012948	0.012548093634012948	0.012548093634012948
Krieger@Daimler_Financial_Services_AG.de	 Kreiger@Daimler_Financial_Services_AG.de	0.025	0.05	0.008709183376652932	0.006176950015479401	0.0013892686410340597	1.7358794577405913E-6	1.5624812345280127E-7	0.0013892686410340597	0.006176950015479401	0.0013892686410340597	0.0013892686410340597	0.006176950015479401	0.006176950015479401	0.0013892686410340597	0.008709183376652932	0.006176950015479401	0.008709183376652932	0.0013892686410340597	0.006176950015479401	0.0013892686410340597	0.0013892686410340597	0.008709183376652932	0.0013892686410340597	0.008709183376652932	0.008709183376652932	0.0013892686410340597	0.008709183376652932	0.006176950015479401	0.006176950015479401	0.008709183376652932	0.006176950015479401	0.006176950015479401	0.006176950015479401
Leutnant@Daimler_AG.de	 Letunant@Daimler_AG.de	0.045454545454545456	0.09090909090909091	0.00468415881294484	6.433396558718403E-4	5.937524770616286E-5	6.613738242252272E-8	5.9523794636637394E-9	5.937524770616286E-5	6.433396558718403E-4	5.937524770616286E-5	5.937524770616286E-5	6.433396558718403E-4	6.433396558718403E-4	5.937524770616286E-5	0.00468415881294484	6.433396558718403E-4	0.00468415881294484	5.937524770616286E-5	6.433396558718403E-4	5.937524770616286E-5	5.937524770616286E-5	0.00468415881294484	5.937524770616286E-5	0.00468415881294484	0.00468415881294484	5.937524770616286E-5	0.00468415881294484	6.433396558718403E-4	6.433396558718403E-4	0.00468415881294484	6.433396558718403E-4	6.433396558718403E-4	6.433396558718403E-4
Heger@Daimler_AG.de	 Heegr@Daimler_AG.de	0.05263157894736842	0.10526315789473684	0.005464851948435647	7.505629318504803E-4	6.927112232385666E-5	7.716027949294318E-8	6.9444427076076956E-9	6.927112232385666E-5	7.505629318504803E-4	6.927112232385666E-5	6.927112232385666E-5	7.505629318504803E-4	7.505629318504803E-4	6.927112232385666E-5	0.005464851948435647	7.505629318504803E-4	0.005464851948435647	6.927112232385666E-5	7.505629318504803E-4	6.927112232385666E-5	6.927112232385666E-5	0.005464851948435647	6.927112232385666E-5	0.005464851948435647	0.005464851948435647	6.927112232385666E-5	0.005464851948435647	7.505629318504803E-4	7.505629318504803E-4	0.005464851948435647	7.505629318504803E-4	7.505629318504803E-4	7.505629318504803E-4
Dombrowski@Daimler_AG.de	 Dobmrowski@Daimler_AG.de	0.041666666666666664	0.08333333333333333	0.014515305627993401	0.010967048657275064	0.004780344730912586	7.0578319959040126E-6	6.353976019467245E-7	0.004780344730912586	0.010967048657275064	0.004780344730912586	0.004780344730912586	0.010967048657275064	0.010967048657275064	0.004780344730912586	0.014515305627993401	0.010967048657275064	0.014515305627993401	0.004780344730912586	0.010967048657275064	0.004780344730912586	0.004780344730912586	0.014515305627993401	0.004780344730912586	0.014515305627993401	0.014515305627993401	0.004780344730912586	0.014515305627993401	0.010967048657275064	0.010967048657275064	0.014515305627993401	0.010967048657275064	0.010967048657275064	0.010967048657275064
H??ttel@Daimler_AG.de	 H??ttel@Daimler_AG.de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Burchardt@Daimler_AG.de	 Bucrhardt@Daimler_AG.de	0.043478260869565216	0.08695652173913043	0.015025655910316568	0.004864237732397839	5.325004236328012E-4	6.038509798300673E-7	5.434771467401851E-8	5.325004236328012E-4	0.004864237732397839	5.325004236328012E-4	5.325004236328012E-4	0.004864237732397839	0.004864237732397839	5.325004236328012E-4	0.015025655910316568	0.004864237732397839	0.015025655910316568	5.325004236328012E-4	0.004864237732397839	5.325004236328012E-4	5.325004236328012E-4	0.015025655910316568	5.325004236328012E-4	0.015025655910316568	0.015025655910316568	5.325004236328012E-4	0.015025655910316568	0.004864237732397839	0.004864237732397839	0.015025655910316568	0.004864237732397839	0.004864237732397839	0.004864237732397839
Boll@Daimler_AG.de	 Boll@Daimler_AG.de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Jung@Daimler_AG.de	 Jugn@Daimler_AG.de	0.05555555555555555	0.1111111111111111	0.005786313827755391	7.947136925475675E-4	7.334589422526E-5	8.16991194631163E-8	7.352939337466972E-9	7.334589422526E-5	7.947136925475675E-4	7.334589422526E-5	7.334589422526E-5	7.947136925475675E-4	7.947136925475675E-4	7.334589422526E-5	0.005786313827755391	7.947136925475675E-4	0.005786313827755391	7.334589422526E-5	7.947136925475675E-4	7.334589422526E-5	7.334589422526E-5	0.005786313827755391	7.334589422526E-5	0.005786313827755391	0.005786313827755391	7.334589422526E-5	0.005786313827755391	7.947136925475675E-4	7.947136925475675E-4	0.005786313827755391	7.947136925475675E-4	7.947136925475675E-4	7.947136925475675E-4
Huettenberger@Daimler_AG.de	 Hutetenberger@Daimler_AG.de	0.037037037037037035	0.07407407407407407	0.01164938941713661	0.002345399334966912	2.295263657459484E-4	2.571992169807812E-7	2.3148128471652652E-8	2.295263657459484E-4	0.002345399334966912	2.295263657459484E-4	2.295263657459484E-4	0.002345399334966912	0.002345399334966912	2.295263657459484E-4	0.01164938941713661	0.002345399334966912	0.01164938941713661	2.295263657459484E-4	0.002345399334966912	2.295263657459484E-4	2.295263657459484E-4	0.01164938941713661	2.295263657459484E-4	0.01164938941713661	0.01164938941713661	2.295263657459484E-4	0.01164938941713661	0.002345399334966912	0.002345399334966912	0.01164938941713661	0.002345399334966912	0.002345399334966912	0.002345399334966912
Biber@Daimler_AG.de	 Biebr@Daimler_AG.de	0.05263157894736842	0.10526315789473684	0.005464851948435647	7.505629318504803E-4	6.927112232385666E-5	7.716027949294318E-8	6.9444427076076956E-9	6.927112232385666E-5	7.505629318504803E-4	6.927112232385666E-5	6.927112232385666E-5	7.505629318504803E-4	7.505629318504803E-4	6.927112232385666E-5	0.005464851948435647	7.505629318504803E-4	0.005464851948435647	6.927112232385666E-5	7.505629318504803E-4	6.927112232385666E-5	6.927112232385666E-5	0.005464851948435647	6.927112232385666E-5	0.005464851948435647	0.005464851948435647	6.927112232385666E-5	0.005464851948435647	7.505629318504803E-4	7.505629318504803E-4	0.005464851948435647	7.505629318504803E-4	7.505629318504803E-4	7.505629318504803E-4
Stumb??ck@Daimler_AG.de	 Stmub??ck@Daimler_AG.de	0.045454545454545456	0.09090909090909091	0.00468415881294484	6.433396558718403E-4	5.937524770616286E-5	6.613738242252272E-8	5.9523794636637394E-9	5.937524770616286E-5	6.433396558718403E-4	5.937524770616286E-5	5.937524770616286E-5	6.433396558718403E-4	6.433396558718403E-4	5.937524770616286E-5	0.00468415881294484	6.433396558718403E-4	0.00468415881294484	5.937524770616286E-5	6.433396558718403E-4	5.937524770616286E-5	5.937524770616286E-5	0.00468415881294484	5.937524770616286E-5	0.00468415881294484	0.00468415881294484	5.937524770616286E-5	0.00468415881294484	6.433396558718403E-4	6.433396558718403E-4	0.00468415881294484	6.433396558718403E-4	6.433396558718403E-4	6.433396558718403E-4
Bangel@DB_Systel_GmbH.de	 Bagnel@DB_Systel_GmbH.de	0.041666666666666664	0.08333333333333333	0.004276840655297463	5.873970771003759E-4	5.4212182688235655E-5	6.038630569012944E-8	5.43478124943211E-9	5.4212182688235655E-5	5.873970771003759E-4	5.4212182688235655E-5	5.4212182688235655E-5	5.873970771003759E-4	5.873970771003759E-4	5.4212182688235655E-5	0.004276840655297463	5.873970771003759E-4	0.004276840655297463	5.4212182688235655E-5	5.873970771003759E-4	5.4212182688235655E-5	5.4212182688235655E-5	0.004276840655297463	5.4212182688235655E-5	0.004276840655297463	0.004276840655297463	5.4212182688235655E-5	0.004276840655297463	5.873970771003759E-4	5.873970771003759E-4	0.004276840655297463	5.873970771003759E-4	5.873970771003759E-4	5.873970771003759E-4
Mairose@DB_Vertrieb_GmbH.de	 Mariose@DB_Vertrieb_GmbH.de	0.037037037037037035	0.07407407407407407	0.01290249389154969	0.00975886002542597	0.005328057061079431	8.74077602544029E-6	7.870039800971517E-7	0.005328057061079431	0.00975886002542597	0.005328057061079431	0.005328057061079431	0.00975886002542597	0.00975886002542597	0.005328057061079431	0.01290249389154969	0.00975886002542597	0.01290249389154969	0.005328057061079431	0.00975886002542597	0.005328057061079431	0.005328057061079431	0.01290249389154969	0.005328057061079431	0.01290249389154969	0.01290249389154969	0.005328057061079431	0.01290249389154969	0.00975886002542597	0.00975886002542597	0.01290249389154969	0.00975886002542597	0.00975886002542597	0.00975886002542597
Rappold@DB_Vertrieb_GmbH.de	 Rappold@DB_Vertrieb_GmbH.de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herold@Deutsche_Bahn_AG.de	 Heorld@Deutsche_Bahn_AG.de	0.038461538461538464	0.07692307692307693	0.003934693402873666	5.404053109323459E-4	4.9875208073176804E-5	5.555540123491909E-8	4.999998749477541E-9	4.9875208073176804E-5	5.404053109323459E-4	4.9875208073176804E-5	4.9875208073176804E-5	5.404053109323459E-4	5.404053109323459E-4	4.9875208073176804E-5	0.003934693402873666	5.404053109323459E-4	0.003934693402873666	4.9875208073176804E-5	5.404053109323459E-4	4.9875208073176804E-5	4.9875208073176804E-5	0.003934693402873666	4.9875208073176804E-5	0.003934693402873666	0.003934693402873666	4.9875208073176804E-5	0.003934693402873666	5.404053109323459E-4	5.404053109323459E-4	0.003934693402873666	5.404053109323459E-4	5.404053109323459E-4	5.404053109323459E-4
Brunow@Deutsche_Bahn_AG.de	 Brnuow@Deutsche_Bahn_AG.de	0.038461538461538464	0.07692307692307693	0.013398743510167182	0.008833704306313672	0.0016318972057312085	1.976303283237954E-6	1.778830564994274E-7	0.0016318972057312085	0.008833704306313672	0.0016318972057312085	0.0016318972057312085	0.008833704306313672	0.008833704306313672	0.0016318972057312085	0.013398743510167182	0.008833704306313672	0.013398743510167182	0.0016318972057312085	0.008833704306313672	0.0016318972057312085	0.0016318972057312085	0.013398743510167182	0.0016318972057312085	0.013398743510167182	0.013398743510167182	0.0016318972057312085	0.013398743510167182	0.008833704306313672	0.008833704306313672	0.013398743510167182	0.008833704306313672	0.008833704306313672	0.008833704306313672
Sch??n@Deutsche_Bank_AG.de	 Sc??hn@Deutsche_Bank_AG.de	0.04	0.08	0.013934693402873666	0.010429315345549924	0.003380107099488433	4.554543053092441E-6	4.0999179760969896E-7	0.003380107099488433	0.010429315345549924	0.003380107099488433	0.003380107099488433	0.010429315345549924	0.010429315345549924	0.003380107099488433	0.013934693402873666	0.010429315345549924	0.013934693402873666	0.003380107099488433	0.010429315345549924	0.003380107099488433	0.003380107099488433	0.013934693402873666	0.003380107099488433	0.013934693402873666	0.013934693402873666	0.003380107099488433	0.013934693402873666	0.010429315345549924	0.010429315345549924	0.013934693402873666	0.010429315345549924	0.010429315345549924	0.010429315345549924
Pazelt@Deutsche_Rentenversicherung_Bund.de	 Paezlt@Deutsche_Rentenversicherung_Bund.de	0.023809523809523808	0.047619047619047616	0.002399203294435162	3.295154334953329E-4	3.0411712239741954E-5	3.387524465543847E-8	3.0487797252911835E-9	3.0411712239741954E-5	3.295154334953329E-4	3.0411712239741954E-5	3.0411712239741954E-5	3.295154334953329E-4	3.295154334953329E-4	3.0411712239741954E-5	0.002399203294435162	3.295154334953329E-4	0.002399203294435162	3.0411712239741954E-5	3.295154334953329E-4	3.0411712239741954E-5	3.0411712239741954E-5	0.002399203294435162	3.0411712239741954E-5	0.002399203294435162	0.002399203294435162	3.0411712239741954E-5	0.002399203294435162	3.295154334953329E-4	3.295154334953329E-4	0.002399203294435162	3.295154334953329E-4	3.295154334953329E-4	3.295154334953329E-4
Herrmann@Deutsche_Rentenversicherung_Bund.de	 Herrmann@Deutsche_Rentenversicherung_Bund.de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B??ttcher@Deutsches_Patent-_und_Markenamt.de	 B??ttcher@Deutsches_Patent-_und_Markenamt.de	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R??mer@DFS_Deutsche_Flugsicherung_GmbH.de	 R??emr@DFS_Deutsche_Flugsicherung_GmbH.de	0.025	0.05	0.008709183376796041	0.0065877533193327165	0.006229992623705898	3.3313861818482644E-5	3.0055286139835105E-6	0.006229992623705898	0.0065877533193327165	0.006229992623705898	0.006229992623705898	0.0065877533193327165	0.0065877533193327165	0.006229992623705898	0.008709183376796041	0.0065877533193327165	0.008709183376796041	0.006229992623705898	0.0065877533193327165	0.006229992623705898	0.006229992623705898	0.008709183376796041	0.006229992623705898	0.008709183376796041	0.008709183376796041	0.006229992623705898	0.008709183376796041	0.0065877533193327165	0.0065877533193327165	0.008709183376796041	0.0065877533193327165	0.0065877533193327165	0.0065877533193327165
Ludwig@DHC_Dr._Herterich_&_Consutants_GmbH.de	 Luwdig@DHC_Dr._Herterich_&_Consutants_GmbH.de	0.022222222222222223	0.044444444444444446	0.007741496334929814	0.005855780728295748	0.0055814003232189735	4.9194750287992166E-5	4.445444917729037E-6	0.0055814003232189735	0.005855780728295748	0.0055814003232189735	0.0055814003232189735	0.005855780728295748	0.005855780728295748	0.0055814003232189735	0.007741496334929814	0.005855780728295748	0.007741496334929814	0.0055814003232189735	0.005855780728295748	0.0055814003232189735	0.0055814003232189735	0.007741496334929814	0.0055814003232189735	0.007741496334929814	0.007741496334929814	0.0055814003232189735	0.007741496334929814	0.005855780728295748	0.005855780728295748	0.007741496334929814	0.005855780728295748	0.005855780728295748	0.005855780728295748
Troupeau@DHL_Global_Forwarding_UK.de	 Truopeau@DHL_Global_Forwarding_UK.de	0.027777777777777776	0.05555555555555555	0.009676870418662267	0.0073173963087870275	0.0035988560058843465	5.591914065553963E-6	5.034542217856473E-7	0.0035988560058843465	0.0073173963087870275	0.0035988560058843465	0.0035988560058843465	0.0073173963087870275	0.0073173963087870275	0.0035988560058843465	0.009676870418662267	0.0073173963087870275	0.009676870418662267	0.0035988560058843465	0.0073173963087870275	0.0035988560058843465	0.0035988560058843465	0.009676870418662267	0.0035988560058843465	0.009676870418662267	0.009676870418662267	0.0035988560058843465	0.009676870418662267	0.0073173963087870275	0.0073173963087870275	0.009676870418662267	0.0073173963087870275	0.0073173963087870275	0.0073173963087870275
Schaser@DHL_Hub_Leipzig_GmbH.de	 Scahser@DHL_Hub_Leipzig_GmbH.de	0.03225806451612903	0.06451612903225806	0.003278911169061388	4.5033775911028823E-4	4.1562673394314004E-5	4.629616769576591E-8	4.1666656245646175E-9	4.1562673394314004E-5	4.5033775911028823E-4	4.1562673394314004E-5	4.1562673394314004E-5	4.5033775911028823E-4	4.5033775911028823E-4	4.1562673394314004E-5	0.003278911169061388	4.5033775911028823E-4	0.003278911169061388	4.1562673394314004E-5	4.5033775911028823E-4	4.1562673394314004E-5	4.1562673394314004E-5	0.003278911169061388	4.1562673394314004E-5	0.003278911169061388	0.003278911169061388	4.1562673394314004E-5	0.003278911169061388	4.5033775911028823E-4	4.5033775911028823E-4	0.003278911169061388	4.5033775911028823E-4	4.5033775911028823E-4	4.5033775911028823E-4
Schramm@Dilax_Intelcom_GmbH.de	 Scrhamm@Dilax_Intelcom_GmbH.de	0.03333333333333333	0.06666666666666667	0.0033919770714428152	4.658666473554706E-4	4.299586902860069E-5	4.789258727148197E-8	4.310343749549604E-9	4.299586902860069E-5	4.658666473554706E-4	4.299586902860069E-5	4.299586902860069E-5	4.658666473554706E-4	4.658666473554706E-4	4.299586902860069E-5	0.0033919770714428152	4.658666473554706E-4	0.0033919770714428152	4.299586902860069E-5	4.658666473554706E-4	4.299586902860069E-5	4.299586902860069E-5	0.0033919770714428152	4.299586902860069E-5	0.0033919770714428152	0.0033919770714428152	4.299586902860069E-5	0.0033919770714428152	4.658666473554706E-4	4.658666473554706E-4	0.0033919770714428152	4.658666473554706E-4	4.658666473554706E-4	4.658666473554706E-4
Vorbrodt@DIN_e.V..de	 Vobrrodt@DIN_e.V..de	0.05	0.1	0.009836733507184165	0.0013510132773308647	1.24688020182942E-4	1.3888850308729772E-7	1.2499996873693853E-8	1.24688020182942E-4	0.0013510132773308647	1.24688020182942E-4	1.24688020182942E-4	0.0013510132773308647	0.0013510132773308647	1.24688020182942E-4	0.009836733507184165	0.0013510132773308647	0.009836733507184165	1.24688020182942E-4	0.0013510132773308647	1.24688020182942E-4	1.24688020182942E-4	0.009836733507184165	1.24688020182942E-4	0.009836733507184165	0.009836733507184165	1.24688020182942E-4	0.009836733507184165	0.0013510132773308647	0.0013510132773308647	0.009836733507184165	0.0013510132773308647	0.0013510132773308647	0.0013510132773308647
