Original	Verf?schte	10,10,10(Length,Distribution,Order)	10,3,10	10,10,3	10,3,3	10,10,1	10,3,1	10,1,3	DL	10,1,1	L	3,10,10	3,3,10	3,10,3	3,3,3	3,1,10	3,10,1	3,3,1	3,1,3	3,1,1	1,1000,1000	1,300,300	1,10,10	1,3,10	1,10,3	1,3,3	1,1,10	1,10,1	1,3,1	1,1,3	1,1,1
Biber@Daimler_AG.de	 Biber@Daimer_AGde	0.012556457909748206	0.014600333338328076	0.02574697236406694	0.027790847792646813	0.028743200388083576	0.0329856078368994	0.04193371484240231	0.10526315789473684	0.04712847488665489	0.10526315789473684	0.1022870931047218	0.10433096853330168	0.11547760755904053	0.11752148298762041	0.11847383558305717	0.12067236760329311	0.12271624303187299	0.13166435003737592	0.1368591100816285	0.43233263963006086	0.43233548318012116	0.43498815294481946	0.43703202837339933	0.4481786673991382	0.45022254282771806	0.45117489542315486	0.4533734274433908	0.4554173028719707	0.4643654098774736	0.46956016992172617
Stumb??ck@Daimler_AG.de	 Stumb??ck@Daimer_AGde	0.011997590548193496	0.013360174167246743	0.022550002111648485	0.023912585730701732	0.022788752200417074	0.0280683937661038	0.03334116376387206	0.09090909090909091	0.03749697179927413	0.09090909090909091	0.10172822574316709	0.10309080936222034	0.11228063730662208	0.11364322092567533	0.11251938739539068	0.11643644534202414	0.1177990289610774	0.12307179895884565	0.12722760699424773	0.4323325806026103	0.43233482735632384	0.43442928558326477	0.435791869202318	0.44498169714671976	0.446344280765773	0.44522044723548837	0.4491375051821218	0.4505000888011751	0.45577285879894336	0.4599286668343454
Bangel@DB_Systel_GmbH.de	 Bangel@DB_Sstel_GmbHde	0.014245672920163703	0.0158807732630276	0.02803367310526635	0.029668773448130247	0.027195066902832	0.030932783613392422	0.040983067087934644	0.08333333333333333	0.04224707725319682	0.08333333333333333	0.1039763081151373	0.1056114084580012	0.11776430830023994	0.11939940864310385	0.11692570209780559	0.11902831846550212	0.12066341880836602	0.13071370228290824	0.13197771244817041	0.4323328461964307	0.43233777789661665	0.436677367955235	0.4383124682980989	0.4504653681403376	0.4521004684832015	0.4496267619379033	0.4517293783055998	0.4533644786484637	0.4634147621230059	0.4646787722882681
Mairose@DB_Vertrieb_GmbH.de	 Mairose@DB_Vrtrieb_GmbHde	0.01510312858281743	0.016636035154252334	0.03903695061092287	0.04056985718235777	0.027243185441568958	0.061325089959437785	0.05117700746967439	0.07407407407407407	0.0719322402467544	0.07407407407407407	0.10483376377779102	0.10636667034922594	0.12876758580589645	0.13030049237733138	0.11697382063654255	0.14952281858297647	0.15105572515441137	0.140907642664648	0.161662875441728	0.4323329254722431	0.4323386588217585	0.4375348236178887	0.4390677301893236	0.46146864564599416	0.46300155221742906	0.4496748804766402	0.4822238784230741	0.4837567849945091	0.4736087025047457	0.4943639352818257
Rappold@DB_Vertrieb_GmbH.de	 Rappold@DB_Vrtrieb_GmbHde	0.015093960346039274	0.016536695942683886	0.03902778237414471	0.04047051797078932	0.026519896213099536	0.06122575074786934	0.05045371824120497	0.07407407407407407	0.07120895101828498	0.07407407407407407	0.10482459554101287	0.10626733113765749	0.1287584175691183	0.13020115316576292	0.11625053140807314	0.14951365034619832	0.15095638594284294	0.14018435343617858	0.16093958621325857	0.43233292455312566	0.43233864860936855	0.43752565538111055	0.43896839097775514	0.461459477409216	0.4629022130058606	0.4489515912481708	0.482214710186296	0.4836574457829406	0.47288541327627626	0.4936406460533563
Herold@Deutsche_Bahn_AG.de	 Herold@Deutche_Bahn_AGde	0.018160530074543796	0.019603265671188412	0.046158462175862607	0.04760119777250722	0.029586465941604058	0.06147890864412076	0.05758439804292287	0.07692307692307693	0.07146210891453642	0.07692307692307693	0.10789116526951739	0.109333900866162	0.1358890973708362	0.1373318329674808	0.11931710113657765	0.14976680824244976	0.15120954383909435	0.14731503323789646	0.16119274410951	0.43233331473950376	0.4323429829239653	0.44059222510961504	0.4420349607062597	0.4685901572109339	0.4700328928075785	0.45201816097667535	0.48246786808254744	0.48391060367919203	0.48001609307799414	0.4938938039496077
Brunow@Deutsche_Bahn_AG.de	 Brunow@Deutche_Bahn_AGde	0.018160530074543796	0.019603265671188412	0.046158462175862607	0.04760119777250722	0.029586465941604058	0.06147890864412076	0.05758439804292287	0.07692307692307693	0.07146210891453642	0.07692307692307693	0.10789116526951739	0.109333900866162	0.1358890973708362	0.1373318329674808	0.11931710113657765	0.14976680824244976	0.15120954383909435	0.14731503323789646	0.16119274410951	0.43233331473950376	0.4323429829239653	0.44059222510961504	0.4420349607062597	0.4685901572109339	0.4700328928075785	0.45201816097667535	0.48246786808254744	0.48391060367919203	0.48001609307799414	0.4938938039496077
Sch??n@Deutsche_Bank_AG.de	 Sch??n@Deutche_Bank_AGde	0.01793934727098355	0.019472253842418453	0.040398421697900484	0.04193132826933539	0.030079404129735077	0.05004451720044168	0.052538478556652016	0.08	0.060651667487758305	0.08	0.10766998246595715	0.10920288903739205	0.13012905689287407	0.13166196346430897	0.11981003932470867	0.13824224582398037	0.13977515239541527	0.1422691137516256	0.1503823026827319	0.4323333066826106	0.4323428932173912	0.44037104230605484	0.44190394887748974	0.46283011673297175	0.46436302330440665	0.45251109916480636	0.47094330566407805	0.47247621223551295	0.4749701735917233	0.4830833625228296
Pazelt@Deutsche_Rentenversicherung_Bund.de	 Pazelt@Deutche_Rentenversicherung_Bundde	0.045922010944658066	0.04714833620180599	0.0976945046720777	0.09892082992922563	0.055634056431659286	0.13586260707294767	0.10740655015907893	0.047619047619047616	0.14434832730280098	0.047619047619047616	0.13565264613963166	0.13687897139677957	0.18742513986705128	0.18865146512419922	0.14536469162663287	0.22436691701077335	0.22559324226792127	0.19713718535405253	0.23407896249777457	0.43233784746480897	0.4323933180161601	0.46835370597972936	0.46958003123687725	0.520126199707149	0.521352524964297	0.4780657514667306	0.5570679768508711	0.5582943021080189	0.5298382451941502	0.5667800223378723
Herrmann@Deutsche_Rentenversicherung_Bund.de	 Herrmann@Deutche_Rentenversicherung_Bundde	0.043460233474098504	0.04482281709315176	0.09166221039273059	0.09302479401178385	0.054251395126322086	0.12741886238697336	0.10245337204495418	0.045454545454545456	0.13684744042014368	0.045454545454545456	0.1331908686690721	0.13455345228812535	0.1813928455877042	0.18275542920675744	0.1439820303212957	0.21578691396289368	0.21714949758194696	0.1921840072399278	0.22657807561511728	0.43233747115831	0.43238913891401165	0.4658919285091698	0.46725451212822305	0.5140939054278019	0.5154564890468551	0.4766830901613934	0.5484879738029914	0.5498505574220446	0.5248850670800255	0.5592791354552149
B??ttcher@Deutsches_Patent-_und_Markenamt.de	 B??ttcher@Deutches_Patent-_und_Markenamtde	0.03703656525934199	0.03832743395107665	0.09825775939996653	0.09954862809170119	0.04725977103513275	0.1302280450403528	0.10848096517575728	0.046511627906976744	0.1391603821244089	0.046511627906976744	0.12676720045431558	0.12805806914605025	0.18798839459494013	0.18927926328667477	0.13699040623010633	0.21866781154359174	0.2199586802353264	0.19821160037073088	0.2288910173193825	0.43233590384220927	0.4323717406183712	0.4594682602944133	0.4607591289861479	0.5206894544350378	0.5219803231267724	0.469691466070204	0.5513688713836894	0.5526597400754241	0.5309126602108285	0.5615920771594802
R??mer@DFS_Deutsche_Flugsicherung_GmbH.de	 R??mer@DFS_eutsche_Flugsicherung_GmbHde	0.04716683053053655	0.04845769922227121	0.12386460677693448	0.12515547546866912	0.057390036306327316	0.1303703572683453	0.13408781255272523	0.05	0.13930269435240142	0.05	0.13689746572551015	0.13818833441724482	0.21359524197190807	0.21488611066364272	0.14712067150130093	0.21881012377158426	0.2201009924633189	0.22381844774769882	0.22903332954737501	0.43233700238250683	0.4323839460956682	0.4695985255656078	0.4708893942573425	0.5462963018120057	0.5475871705037404	0.4798217313413986	0.5515111836116819	0.5528020523034166	0.5565195075877964	0.5617343893874727
Ludwig@DHC_Dr._Herterich_&_Consutants_GmbH.de	 Ludwig@DHC_r_Herterich_&_Consutants_GmbH.de	0.05148653006252761	0.052654458878858966	0.08499879407599839	0.08616672289232975	0.06073609719300497	0.11276588830994307	0.09424836120647574	0.044444444444444446	0.12084752662408905	0.044444444444444446	0.14121716525750122	0.14238509407383257	0.174729429270972	0.17589735808730333	0.15046673238797856	0.2013285946885853	0.20249652350491665	0.18397899640144932	0.21057816181906264	0.4323431688180147	0.43245230955758174	0.4739182250975989	0.4750861539139302	0.5074304891110697	0.508598417927401	0.48316779222807626	0.534029654528683	0.5351975833450143	0.516680056241547	0.5432792216591603
Troupeau@DHL_Global_Forwarding_UK.de	 Troupeau@DHL_lobal_Forwarding_UKde	0.021328299613559965	0.02255462487070789	0.06088589189156237	0.06211221714871029	0.03104034510056119	0.08442107616285341	0.0705979373785636	0.05555555555555555	0.09290679639270671	0.05555555555555555	0.11105893480853356	0.11228526006568149	0.15061652708653597	0.1518428523436839	0.12077098029553479	0.1729253861006791	0.174151711357827	0.1603285725735372	0.1826374315876803	0.4323336833608877	0.43234707803563943	0.44375999464863125	0.44498631990577914	0.4833175869266336	0.48454391218378157	0.45347204013563247	0.5056264459407768	0.5068527711979247	0.49302963241363484	0.515338491427778
Schaser@DHL_Hub_Leipzig_GmbH.de	 Schaser@DHL_ub_Leipzig_GmbHde	0.03461749498461117	0.03598007860366442	0.0674157012024908	0.06877828482154405	0.04540865663683475	0.07896657694283014	0.07820686285471438	0.06451612903225806	0.08839515497600048	0.06451612903225806	0.12434813017958476	0.12571071379863802	0.1571463363974644	0.15850892001651765	0.13513929183180834	0.16733462851875047	0.16869721213780375	0.167937498049688	0.17812579017097407	0.4323357818710771	0.43237038348108453	0.45704919001968247	0.4584117736387357	0.48984739623756207	0.49120997985661535	0.467840351671906	0.5000356883588482	0.5013982719779014	0.5006385578897856	0.5108268500110718
Schramm@Dilax_Intelcom_GmbH.de	 Schramm@Dila_Intelcom_GmbHde	0.020768189361479	0.022059058053213655	0.043888651021670375	0.04517951971340503	0.030991395137269756	0.05608316878534575	0.05411185679746114	0.06666666666666667	0.06501550586940186	0.06666666666666667	0.11049882455645259	0.11178969324818724	0.13361928621664398	0.13491015490837863	0.12072203033224335	0.14452293528858468	0.14581380398031935	0.14384249199243473	0.15474614106437545	0.432333684012023	0.43234708451123705	0.4431998843965503	0.44449075308828495	0.46632034605674166	0.46761121474847633	0.45342309017234106	0.47722399512868235	0.478514863820417	0.4765435518325324	0.48744720090447313
Vorbrodt@DIN_e.V..de	 Vorbrodt@DIN_V..de	0.01130978380130276	0.01335365922988263	0.01930984717441914	0.02135372260299901	0.027496526279638132	0.027772110538612838	0.03549658965275451	0.05	0.04191497758836834	0.1	0.10104041899627636	0.10308429442485623	0.10904048236939273	0.1110843577979726	0.11722716147461174	0.11545887030500657	0.11750274573358643	0.1252272248477281	0.13164561278334194	0.4323325042145218	0.4323339786896945	0.43374147883637404	0.4357853542649539	0.4417415422094904	0.4437854176380703	0.4499282213147094	0.44815993014510425	0.4502038055736841	0.45792828468782576	0.4643466726234396
Neske@discount24_GmbH_&_Co._KG.de	 Neske@discunt24_GmbH_&_Co_KG.de	0.02678464650273382	0.02801097175988174	0.0546954815159795	0.05592180677312742	0.03649669198973504	0.08658201943551558	0.06440752700298072	0.06060606060606061	0.09506773966536888	0.06060606060606061	0.11651528169770742	0.11774160695485533	0.1444261167109531	0.145652441968101	0.12622732718470864	0.17508632937334123	0.17631265463048917	0.15413816219795431	0.18479837486034248	0.4323347310862795	0.4323587117107376	0.4492163415378051	0.45044266679495304	0.47712717655105075	0.4783535018081987	0.4589283870248063	0.5077873892134389	0.5090137144705869	0.48683922203805197	0.5174994347004401
Lungwitz@DKB_Grundbesitzvermittlung_GmbH.de	 Lungwitz@DKB_rundbesitzvermittlung_GmbHde	0.06782214634117081	0.06904847159831873	0.11067592163543005	0.11190224689257798	0.07753419182817203	0.11702087126709622	0.12038796712243129	0.046511627906976744	0.12550659149694954	0.046511627906976744	0.1575527815361444	0.15877910679329232	0.20040655683040365	0.2016328820875516	0.16726482702314563	0.2055251812049219	0.2067515064620698	0.21011860231740487	0.21523722669192313	0.4323437401065758	0.432458713385669	0.49025384137624206	0.49148016663339	0.5331076166705013	0.5343339419276493	0.4999658868632433	0.5382262410450196	0.5394525663021675	0.5428196621575025	0.5479382865320208
Br??ckner@diconium_digital_solutions_GmbH.de	 Br??ckner@dicoium_digital_solutions_GmbHde	0.0533626776052699	0.054530606421601256	0.1063693958873763	0.10753732470370767	0.06261224473574725	0.1258326150511867	0.11561896301785365	0.046511627906976744	0.1339142533653327	0.046511627906976744	0.1430933128002435	0.14426124161657486	0.1961000310823499	0.19726795989868126	0.15234287993072085	0.21439532142982892	0.2155632502461603	0.20534959821282725	0.2236448885603063	0.43234034189033205	0.43242099461362504	0.4757943726403412	0.4769623014566725	0.5288010909224475	0.529969019738779	0.48504393977081856	0.5470963812699265	0.548264310086258	0.538050658052925	0.556345948400404
Els??sser@diconium_digital_solutions_GmbH.de	 Els??sser@dicoium_digital_solutions_GmbHde	0.05336861513004052	0.05459494038718844	0.10637533341214692	0.10760165866929484	0.06308066061704173	0.12589694901677387	0.11608737889914815	0.046511627906976744	0.13438266924662717	0.046511627906976744	0.1430992503250141	0.14432557558216202	0.1961059686071205	0.19733229386426843	0.15281129581201533	0.21440125895459955	0.21562758421174746	0.20581801409412176	0.22411330444160077	0.43234034248556996	0.4324210012273633	0.4758003101651118	0.4770266354222597	0.5288070284472182	0.5300333537043661	0.48551235565211304	0.5471023187946972	0.5483286440518451	0.5385190739342194	0.5568143642816985
Nolte@dSPACE_GmbH.de	 Nolte@dSPAE_GmbHde	0.010047355135072893	0.01149009073171751	0.010047355135072893	0.01149009073171751	0.021473291002133153	0.01149009073171751	0.021473291002133153	0.1	0.021473291002133153	0.1	0.09977799033004649	0.10122072592669111	0.09977799033004649	0.10122072592669111	0.11120392619710676	0.09977799033004649	0.10122072592669111	0.11120392619710676	0.11120392619710676	0.43233237308757233	0.4323325217799326	0.43247905017014415	0.4339217857667888	0.43247905017014415	0.4339217857667888	0.4439049860372044	0.43247905017014415	0.4339217857667888	0.4439049860372044	0.4439049860372044
Schuengel@Earth_Television_Technology_GmbH.de	 Schuengel@Eart_Television_Technology_GmbHde	0.04454483458576386	0.045712763402095215	0.09156419661140053	0.09273212542773189	0.05379440171624122	0.10545034538231066	0.10081376374187788	0.044444444444444446	0.11353198369645665	0.044444444444444446	0.13427546978073746	0.1354433985970688	0.18129483180637412	0.1824627606227055	0.14352503691121482	0.1940130517609529	0.19518098057728425	0.1905443989368515	0.20326261889143024	0.43233726824411806	0.4323868910155768	0.46697652962083513	0.4681444584371665	0.5139958916464717	0.5151638204628032	0.4762260967513125	0.5267141116010505	0.527882040417382	0.5232454587769492	0.535963678731528
Wasserer-Foerg@edcom_Software_&_Consulting_GmbH.de	 Wasserer-Foerg@edco_Software_&_Consulting_GmbHde	0.04155474560576435	0.042621115394588634	0.07044040316695804	0.07150677295578234	0.05000000255098281	0.07708854333684262	0.07888566011217651	0.04	0.0844674304932368	0.04	0.13128538080073796	0.13235175058956222	0.16017103836193164	0.16123740815075593	0.1397306377459564	0.16575280874299192	0.16681917853181621	0.1686162953071501	0.1741980656882104	0.43233860081895803	0.43240165423612875	0.4639864406408356	0.4650528104296599	0.4928720982020293	0.4939384679908536	0.4724316975860541	0.4984538685830896	0.4995202383719139	0.5013173551472478	0.5068991255283081
Wodrich@Elan_Computing_(Deutschland)_GmbH.de	 Wodrich@ElanComputing_(Deutschland)_GmbHde	0.05479702070604146	0.055863390494865744	0.10281867035298294	0.10388504014180722	0.06324227765125992	0.10631355255760878	0.11126392729820139	0.045454545454545456	0.11369243971400295	0.045454545454545456	0.14452765590101507	0.14559402568983934	0.19254930554795652	0.1936156753367808	0.15297291284623352	0.1949778179637581	0.19604418775258237	0.200994562493175	0.20342307490897654	0.4323400948984067	0.43241825868094114	0.47722871574111275	0.47829508552993705	0.5252503653880543	0.5263167351768785	0.48567397268633117	0.5276788778038558	0.52874524759268	0.5336956223332727	0.5361241347490742
Zeiner@Elektroschaltanlagen_Grimma_GmbH.de	 Zeiner@Elekroschaltanlagen_Grimma_GmbHde	0.03534744690957796	0.036573772166725874	0.08738810305743731	0.08861442831458524	0.04505949239657918	0.12278059274207336	0.09710014854443855	0.047619047619047616	0.13126631297192665	0.047619047619047616	0.12507808210455154	0.12630440736169948	0.17711873825241092	0.17834506350955884	0.1347901275915528	0.21128490267989902	0.21251122793704696	0.18683078373941214	0.22099694816690024	0.4323359957307116	0.4323727564153843	0.45777914194464925	0.45900546720179713	0.5098197980925085	0.5110461233496565	0.46749118743165047	0.5439859625199968	0.5452122877771446	0.5195318435795098	0.553698008006998
Mockel@EnBW_Systeme_Infrastruktur_Support.de	 Mockel@EnBWSysteme_Infrastruktur_Supportde	0.048207108114677336	0.049321949257539084	0.10077892869863868	0.10189376984150043	0.05703624037558754	0.13357766824950545	0.10960806095954888	0.045454545454545456	0.1412919593675539	0.045454545454545456	0.13793774330965092	0.13905258445251267	0.1905095638936123	0.19162440503647404	0.14676687557056114	0.2221934623016173	0.22330830344447905	0.1993386961545225	0.2310225945625275	0.43233955894252996	0.4324122952849168	0.4706388031497486	0.47175364429261035	0.52321062373371	0.5243254648765717	0.4794679354106588	0.554894522141715	0.5560093632845767	0.5320397559946202	0.5637236544026252
Fedkte@Engel_&_V??lkers.de	 Fedkte@Enge_&_V??lkersde	0.012831408978344755	0.014364315549779658	0.0300258177485728	0.031558724320007704	0.024971465837096283	0.051295373561551824	0.04216587460732433	0.08	0.06190252384886845	0.08	0.10256204417331835	0.10409495074475325	0.1197564529435464	0.1212893595149813	0.11470210103206988	0.13949310218509053	0.14102600875652543	0.13189650980229792	0.15163315904384206	0.4323326656718835	0.43233577255122946	0.43526310401341606	0.43679601058485096	0.4524575127836441	0.453990419355079	0.4474031608721676	0.4721941620251882	0.4737270685966231	0.4645975696423956	0.48433421888393974
Billens@ERGO_Versicherung.de	 Billens@ERGOVersicherungde	0.015555312826419983	0.0169980484230646	0.04523397034863713	0.04667670594528175	0.026981248693480245	0.058364916044850064	0.05665990621569739	0.07142857142857142	0.06834811631526572	0.07142857142857142	0.10528594802139357	0.1067286836180382	0.13496460554361073	0.13640734114025535	0.11671188388845384	0.14665281564317906	0.14809555123982365	0.14639054141067098	0.1580787515102393	0.4323329590214102	0.4323390317445079	0.43798700786149125	0.43942974345813585	0.4676656653837084	0.469108400980353	0.4494129437285515	0.47935387548327674	0.48079661107992133	0.47909160125076866	0.490779811350337
B??ltner@Ericsson_Telekommunikation.de	 B??ltner@Ericson_Telekommunikationde	0.031194158551654	0.032485027243388656	0.07629405731966181	0.07758492601139647	0.04141736432744476	0.09156582946924702	0.08651726309545256	0.05405405405405406	0.10049816655330311	0.05405405405405406	0.1209247937466276	0.12221566243836225	0.16602469251463542	0.16731556120637006	0.13114799952241835	0.18000559597248594	0.1812964646642206	0.17624789829042614	0.19022880174827672	0.43233513232756005	0.4323631708383653	0.45362585358672525	0.4549167222784599	0.4987257523547331	0.5000166210464677	0.463849059362516	0.5127066558125837	0.5139975245043182	0.5089489581305239	0.5229298615883744
Lifka@Ericsson_Telekommunikation.de	 Lifka@Ericson_Telekommunikationde	0.033216902120880784	0.034579485739934024	0.08261202934298456	0.08397461296203781	0.04400806377310436	0.09928703103492176	0.09340319099520815	0.05714285714285714	0.10871560906809209	0.05714285714285714	0.12294753731585438	0.12431012093490762	0.17234266453795816	0.1737052481570114	0.13373869896807794	0.1876550826108421	0.18901766622989535	0.18313382619018176	0.19844624426306567	0.43233539599074206	0.43236609955652355	0.4556485971559521	0.4570111807750053	0.5050437243780559	0.5064063079971091	0.4664397588081756	0.5203561424509398	0.521718726069993	0.5158348860302794	0.5311473041031634
Amberg@Ericsson_Telekommunikation.de	 Amberg@Ericson_Telekommunikationde	0.032156078763357215	0.033446947455091865	0.07930597292991083	0.08059684162164549	0.04237928453914797	0.09521324069121652	0.08952917870570158	0.05555555555555555	0.10414557777527261	0.05555555555555555	0.12188671395833081	0.12317758265006545	0.1690366081248844	0.17032747681661908	0.13210991973412156	0.18365300719445546	0.1849438758861901	0.1792598139006752	0.1938762129702462	0.43233525781792254	0.4323645647591947	0.45458777379842846	0.45587864249016313	0.5017376679649821	0.5030285366567168	0.46481097957421924	0.5163540670345531	0.5176449357262878	0.5119608737407728	0.5265772728103439
Witting@Ericsson_Telekommunikation.de	 Witting@Ericson_Telekommunikationde	0.031194158551654	0.032485027243388656	0.07629405731966181	0.07758492601139647	0.04141736432744476	0.09156582946924702	0.08651726309545256	0.05405405405405406	0.10049816655330311	0.05405405405405406	0.1209247937466276	0.12221566243836225	0.16602469251463542	0.16731556120637006	0.13114799952241835	0.18000559597248594	0.1812964646642206	0.17624789829042614	0.19022880174827672	0.43233513232756005	0.4323631708383653	0.45362585358672525	0.4549167222784599	0.4987257523547331	0.5000166210464677	0.463849059362516	0.5127066558125837	0.5139975245043182	0.5089489581305239	0.5229298615883744
Fornhoff@Ericsson_Telekommunikation.de	 Fornhoff@Ericson_Telekommunikationde	0.030312398357592724	0.03160326704932738	0.07353313467693354	0.0748240033686682	0.04053560413338348	0.08822236918244164	0.08375634045272429	0.05263157894736842	0.09715470626649773	0.05263157894736842	0.12004303355256632	0.12133390224430098	0.16326376987190713	0.16455463856364178	0.13026623932835707	0.17666213568568057	0.17795300437741524	0.17348697564769788	0.18688534146147134	0.43233501729472773	0.432361893077605	0.45274409339266397	0.45403496208439864	0.49596482971200484	0.49725569840373945	0.46296729916845475	0.5093631955257782	0.5106540642175129	0.5061880354877956	0.519586401301569
Alchimov@Ericsson_Telekommunikation.de	 Alchimov@Ericson_Telekommunikationde	0.030312398357592724	0.03160326704932738	0.07353313467693354	0.0748240033686682	0.04053560413338348	0.08822236918244164	0.08375634045272429	0.05263157894736842	0.09715470626649773	0.05263157894736842	0.12004303355256632	0.12133390224430098	0.16326376987190713	0.16455463856364178	0.13026623932835707	0.17666213568568057	0.17795300437741524	0.17348697564769788	0.18688534146147134	0.43233501729472773	0.432361893077605	0.45274409339266397	0.45403496208439864	0.49596482971200484	0.49725569840373945	0.46296729916845475	0.5093631955257782	0.5106540642175129	0.5061880354877956	0.519586401301569
Adler@Ericsson_Telekommunikation.de	 Adler@Ericson_Telekommunikationde	0.03322505166468359	0.0346677872613282	0.08262017888678737	0.08406291448343199	0.044650987531743846	0.09937533255631593	0.09404611475384764	0.05714285714285714	0.10935853282673158	0.05714285714285714	0.12295568685965719	0.1243984224563018	0.17235081408176095	0.1737935496784056	0.13438162272671744	0.18766323215464492	0.18910596775128952	0.18377674994882123	0.19908916802170518	0.43233539680773536	0.4323661086342035	0.45565674669975487	0.45709948229639946	0.5050518739218587	0.5064946095185032	0.4670826825668151	0.5203642919947425	0.5218070275913872	0.5164778097889189	0.5317902278618029
Sievers@eSailors_IT_Solutions_GmbH.de	 Sievers@eSaiors_IT_Solutions_GmbHde	0.02968026342560205	0.0309711321173367	0.07187228655543451	0.07316315524716917	0.03990346920139281	0.08848500961371522	0.08209549233122526	0.05405405405405406	0.09741734669777131	0.05405405405405406	0.11941089862057565	0.1207017673123103	0.1616029217504081	0.16289379044214275	0.1296341043963664	0.17692477611695417	0.17821564480868882	0.17182612752619886	0.1871479818927449	0.4323348385847655	0.43235990944462455	0.4521119584606733	0.453402827152408	0.49430398159050576	0.49559485028224043	0.4623351642364641	0.5096258359570518	0.5109167046487865	0.5045271873662965	0.5198490417328426
Benfeldt@Euler_Hermes_Kreditversicherungs-AG.de	 Benfeldt@Eule_Hermes_Kreditversicherungs-AGde	0.035188015308292644	0.0363028564511544	0.10339694039654258	0.10451178153940434	0.04401714756920285	0.13481519525203958	0.11222607265745278	0.0425531914893617	0.14252948637008803	0.0425531914893617	0.12491865050326624	0.12603349164612798	0.19312757559151617	0.19424241673437792	0.13374778276417645	0.22343098930415142	0.22454583044701318	0.20195670785242636	0.23226012156506162	0.4323358785273272	0.4323714546523168	0.4576197103433639	0.45873455148622566	0.5258286354316138	0.5269434765744756	0.4664488426042741	0.5561320491442491	0.5572468902871108	0.534657767692524	0.5649611814051593
Hessberger@Faurecia_-_GIS_-_IT_Infrastruc.de	 Hessberger@Faurcia_-_GIS_-_IT_Infrastrucde	0.03734364423419845	0.038706227853251694	0.062197351626518085	0.06355993524557134	0.04813480588642203	0.09930652005980435	0.07298851327874167	0.045454545454545456	0.10873509809297469	0.045454545454545456	0.12707427942917204	0.1284368630482253	0.15192798682149167	0.15329057044054495	0.13786544108139562	0.1876745716357247	0.18903715525477793	0.16271914847371527	0.19846573328794828	0.43233945467410795	0.43241110172925395	0.4597753392692697	0.46113792288832295	0.48462904666158935	0.48599163028064263	0.4705665009214933	0.5203756314758223	0.5217382150948756	0.49542020831381295	0.5311667931280459
Bork@Festo_AG_&_Co.KG.de	 Bork@Fest_AG_&_CoKG.de	0.016919883682763384	0.018452790254198288	0.04516118749545968	0.046694094066894586	0.029059940541514912	0.07244948631137335	0.05730124435421121	0.08333333333333333	0.08305663659868998	0.08333333333333333	0.10665051887773698	0.10818342544917188	0.13489182269043326	0.1364247292618682	0.1187905757364885	0.16064721493491205	0.16218012150634695	0.1470318795491848	0.17278727179366357	0.43233313233228354	0.4323409569628226	0.43935157871783465	0.44088448528926955	0.46759288253053094	0.46912578910196584	0.45149163557658617	0.49334827477500975	0.49488118134644465	0.47973293938928246	0.5054883316337613
Gebhardt@FH_Aachen.de	 Gebhardt@FH_Achende	0.010408811201294941	0.012160704425791974	0.013399832374460727	0.01515172559895776	0.024283161897010973	0.026241760926961018	0.02727418307017676	0.09523809523809523	0.038364218398180015	0.09523809523809523	0.10013944639626854	0.10189133962076558	0.10313046756943432	0.10488236079393136	0.11401379709198457	0.11422050289743758	0.1159723961219346	0.11700481826515036	0.12809485359315362	0.43233240957213204	0.4323329271600961	0.4328405062363662	0.43459239946086325	0.435831527409532	0.43758342063402905	0.44671485693208224	0.44692156273753525	0.4486734559620323	0.44970587810524804	0.46079591343325127
Schlingloff@FhG-FIRST.de	 Schlingloff@FhG-IRSTde	0.010056523371851051	0.011589429943285955	0.010056523371851051	0.011589429943285955	0.02219658023060258	0.011589429943285955	0.02219658023060258	0.08333333333333333	0.02219658023060258	0.08333333333333333	0.09978715856682464	0.10132006513825956	0.09978715856682464	0.10132006513825956	0.11192721542557618	0.09978715856682464	0.10132006513825956	0.11192721542557618	0.11192721542557618	0.4323323740066897	0.4323325319923225	0.4324882184069223	0.4340211249783572	0.4324882184069223	0.4340211249783572	0.44462827526567383	0.4324882184069223	0.4340211249783572	0.44462827526567383	0.44462827526567383
Taphorn@Finanzinformatik_Hannover.de	 Taphorn@Finazinformatik_Hannoverde	0.03209509846114947	0.033457682080202715	0.0705267423583614	0.07188932597741465	0.04288626011337305	0.09151280952997459	0.08131790401058499	0.05555555555555555	0.10094138756314493	0.05555555555555555	0.12182573365612306	0.12318831727517632	0.160257377553335	0.16161996117238825	0.13261689530834664	0.17988086110589493	0.1812434447249482	0.17104853920555857	0.1906720227581185	0.4323353067037642	0.4323651073367955	0.4545267934962207	0.455889377115274	0.4929584373934327	0.49432102101248593	0.4653179551484443	0.5125819209459926	0.5139445045650459	0.5037495990456563	0.5233730825982162
